Mã tin,Loại BĐS,Khu vực,Địa chỉ,Diện tích (m2),Pháp lý,Giá (tỷ),Lộ giới (m),Số lầu,Số phòng ngủ,Số điện thoại liên hệ,Link truy cập
4849493,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",33.0,Chưa Xác Định,3.2,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-sieu-dpej-truong-chinh-dt33mx3tx3-5mtx3-2-ty-4849493.html
4730268,Biệt thự,Hà Nội," Quận Hà Đông, Hà Nội",85.0,Sổ hồng/ Sổ đỏ,11.5,30.0,4,6,0336.552.233,https://i-batdongsan.com/ban-nha-kdt-gleximco-le-trong-tan-85m2-4t-mt-5m-11-5-ty-4730268.html
4742482,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",36.0,Chưa Xác Định,4.0,3.0,3,3,0565.883.883,https://i-batdongsan.com/tuyet-dinh-nhinh-4ty-nha-trung-tam-van-quan-3-tang-36-m2-1-nha-ra-pho-o-to-cat-trong-nha-4742482.html
4846996,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",72.0,Chưa Xác Định,6.85,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-dep-lung-linh-dong-da-dt72mx4tx3-6mtx6-85-ty-4846996.html
4677978,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",45.0,Chưa Xác Định,5.8,6.0,5,4,0565.883.883,https://i-batdongsan.com/qua-re-dep-nhinh-5ty-nha-5-tang-phan-lo-oto-tranh-pho-nguyen-viet-xuan-ha-dong-4677978.html
4693431,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",46.0,Sổ hồng/ Sổ đỏ,6.8,2.5,5,13,0985.731.618,https://i-batdongsan.com/hiem-ccmn-trung-tam-cau-giay-13-phong-full-do-dong-tien-700-trieu-nam-46m2-6-8-ty-4693431.html
4843065,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",5.0,Chưa Xác Định,9.0,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-dep-thai-thinh-dt50mx5tx5-5mtx9-4843065.html
4835102,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",30.0,Chưa Xác Định,3.45,0.0,5,3,0565.883.883,https://i-batdongsan.com/qua-dep-chi-3ty45-co-ngay-nha-5-tang-moi-dep-o-ngay-vai-buoc-ra-ho-van-quan-4835102.html
4752254,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",225.0,Sổ hồng/ Sổ đỏ,17.0,12.0,1,2,0947.393.617,https://i-batdongsan.com/mat-tien-kinh-doanh-dinh-go-dua-tam-binh-thu-duc-225m2-chi-nhinh-70tr-m2-loi-ngay-khi-mua-4752254.html
4779454,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",95.0,Sổ hồng/ Sổ đỏ,3.55,3.0,1,2,0343.189.357,https://i-batdongsan.com/ban-nha-kha-van-can-linh-chieu-thu-duc-95m2-ngang-4-5m-chi-nhinh-3-ty-sieu-ngon-50m-4779454.html
4835323,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",31.0,Chưa Xác Định,3.55,0.0,5,4,0565.883.883,https://i-batdongsan.com/chi-3-ty-x-co-ngay-nha-5-tang-dep-nhu-khach-san-5-sao-gan-cho-sat-pho-da-sy-ha-dong-4835323.html
4393015,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,29.5,30.0,5,6,0973.181.606,https://i-batdongsan.com/-ban-nha-mat-pho-vo-van-dung-dong-da-50m2-5t-mt-4-5m-chi-29-5-ty--4393015.html
4789516,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",79.0,Sổ hồng/ Sổ đỏ,4.3,4.0,2,2,0343.189.357,https://i-batdongsan.com/ban-nha-gan-to-ngoc-van-tam-binh-thu-duc-79m2-4x19m-hxh-chi-nhinh-4-ty-xiu-ha-chao-4789516.html
4830602,Biệt thự,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",334.0,Sổ hồng/ Sổ đỏ,45.0,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-biet-thu-duong-le-hong-phong-noi-dai-tp-vung-tau-4830602.html
4732469,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Tân Bình, Hồ Chí Minh",94.0,Sổ hồng/ Sổ đỏ,7.3,6.0,4,5,0939.557.468 / 0868.689.086,https://i-batdongsan.com/khu-phan-lo-cong-lo-phuong-15-tan-binh-hxt-94m2-4-tang-chi-7-3-ty--4732469.html
4731012,Đất,Đông Nam Bộ," Huyện Tân Thành, Bà Rịa Vũng Tàu",127.0,Sổ hồng/ Sổ đỏ,3.55,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-tai-dinh-cu-van-hanh-lo-ke-goc-duong-pham-van-dong-thi-xa-phu-my-4731012.html
4732033,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",110.0,Sổ hồng/ Sổ đỏ,5.99,4.0,1,6,0343.189.357,https://i-batdongsan.com/ban-nha-duong-so-2-linh-dong-thu-duc-110m2-hem-xe-hoi-tang-2-day-phong-tro--4732033.html
4421225,"Phòng trọ, nhà trọ",Hà Nội," Quận Bắc Từ Liêm, Hà Nội",300.0,Sổ hồng/ Sổ đỏ,115.0,50.0,8,50,0937.272.112,https://i-batdongsan.com/-ban-toa-van-phong-apartment-mat-pho-van-tien-dung-300m2-8t-mt-20m-chi-115-ty--4421225.html
4634000,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",45.0,Chưa Xác Định,5.0,8.0,0,0,0565.883.883,https://i-batdongsan.com/sieu-pham-to-hieu-loi-pho-co-ha-dong-trung-tam-tien-ich-dt-45m2-gia-5-ty-4634000.html
4456088,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,12.9,15.0,4,4,0936.483.090,https://i-batdongsan.com/-nha-phan-lo-o-to-tranh-trung-kinh-doi-via-he-kd-dinh-50m2-4t-mt-5m--4456088.html
4840966,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",35.0,Chưa Xác Định,3.8,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-sieu-dep-khuong-dinh-dt35mx4tx3-8-ty-4840966.html
4815469,Biệt thự,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",200.0,Sổ hồng/ Sổ đỏ,24.0,0.0,0,0,0981.517.483,https://i-batdongsan.com/ban-biet-thu-duong-noi-bo-nguyen-an-ninh-gan-vong-xoay-dau-khi-phuong-8-tp-vung-tau--4815469.html
4680997,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",48.0,Chưa Xác Định,7.5,10.0,4,3,0565.883.883,https://i-batdongsan.com/qua-dep-pho-xala-1-mat-pho-1-mat-ngo-nha-phan-lo-via-he-kd-cuc-dinh-dt-48m2-gia-7ty5-4680997.html
4810455,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",100.0,Chưa Xác Định,17.0,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-sin-min-hao-nam-dt50-100m-x-5t-x-5-1mt-x-17-ty-4810455.html
4812370,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",40.0,Chưa Xác Định,6.8,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-vip-dong-da-dt32-40mx3tx4-5mtx6-8-ty-4812370.html
4641971,Đất,Đông Nam Bộ," Thành phố Bà Rịa, Bà Rịa Vũng Tàu",500.0,Sổ hồng/ Sổ đỏ,4.0,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-lo-dat-dep-mat-tien-huong-lo-2-4641971.html
4703866,Biệt thự,Hà Nội," Huyện Thanh Trì, Hà Nội",65.0,Chưa Xác Định,8.4,10.0,4,4,0565.883.883,https://i-batdongsan.com/soooc-nhinh-8-ty-nha-vuon-hai-au-4-tang-kdt-moi-cau-buou-phan-lo-via-he-4-lan-oto-4703866.html
4747025,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",65.0,Sổ hồng/ Sổ đỏ,2.99,3.0,2,2,0947.393.617,https://i-batdongsan.com/ban-nha-sat-mat-tien-linh-xuan-thu-duc-65m2-2t-chi-2-xxty-gia-dau-tu-4747025.html
4712554,"Nhà ngõ, hẻm",Hà Nội," Quận Thanh Xuân, Hà Nội",65.0,Sổ hồng/ Sổ đỏ,11.2,15.0,3,3,0902.254.191,https://i-batdongsan.com/-ban-nha-phan-lo-pho-nguyen-trai-thanh-xuan-65m2-3t-mt-12m-chi-11-2-ty--4712554.html
4812423,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",21.0,Chưa Xác Định,5.5,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-sieu-hot-dong-da-dt21mx5tx5-2mtx5-5-ty-4812423.html
4739108,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",141.0,Sổ hồng/ Sổ đỏ,17.5,0.0,0,0,0981.517.483,https://i-batdongsan.com/ban-nha-duong-lac-long-quan-f2-tp-vung-tau-4739108.html
4814272,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",40.0,Chưa Xác Định,5.1,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-sieu-dep-hao-nam-dt40mx1tx9-1mtx5-1-ty-4814272.html
4253007,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",36.0,Sổ hồng/ Sổ đỏ,22.0,30.0,5,4,0982.833.366,https://i-batdongsan.com/-chi-22-ty-mat-pho-xa-dan-36m2-5t-mt-3-2m-lo-goc-re-nhat-pho-kd-dinh-cao--4253007.html
4776695,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",40.0,Chưa Xác Định,6.5,0.0,0,0,0972.813.389,https://i-batdongsan.com/ban-nha-hao-nam-dt40mx6tx4mtx6-5ty-4776695.html
4699263,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",39.0,Sổ hồng/ Sổ đỏ,5.3,4.0,5,5,0985.731.618,https://i-batdongsan.com/nha-dan-xay-ho-tung-mau-2-thoang-gara-kinh-doanh-dinh-5t-mt-4m-nhinh-5-ty-4699263.html
4783184,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 7, Hồ Chí Minh",34.0,Sổ hồng/ Sổ đỏ,4.5,3.0,3,4,0901.851.503,https://i-batdongsan.com/hem-vi-tri-dep-lvl-tien-kinh-doanh-3-tang-34-1-m2-trung-tam-q7-chi-4-5-ty-4783184.html
4763631,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",13.0,Chưa Xác Định,1.8,0.0,1,1,0937.099.054,https://i-batdongsan.com/nha-nguyen-van-luong-go-vap-hem-tai-6m-13m2-gia-1-8-ty-4763631.html
4791081,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 7, Hồ Chí Minh",71.0,Sổ hồng/ Sổ đỏ,4.498,3.0,2,4,0901.851.503,https://i-batdongsan.com/ban-gap-nha-huynh-tan-phat-phu-thuan-ngang-4-1m-don-vao-o-ngay-nhinh-4-ty-4791081.html
4779946,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",33.0,Chưa Xác Định,5.0,0.0,0,0,0972.813.389,https://i-batdongsan.com/ban-nha-hao-nam-sieu-hot-dt33mx4tx5-ty-4779946.html
4489086,Biệt thự,Hà Nội," Huyện Gia Lâm, Hà Nội",414.0,Sổ hồng/ Sổ đỏ,26.0,11.0,4,5,0981.707.007,https://i-batdongsan.com/ban-biet-thu-kdt-moi-dang-xa-gia-lam-dt-415m-mat-tien-34m-4-tang-gia-26-ty-4489086.html
4770313,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",28.0,Sổ hồng/ Sổ đỏ,3.4,3.0,5,3,0983.571.612,https://i-batdongsan.com/ban-nha-thinh-quang-28m2-5t-ngo-rong-3-gac-tranh-de-xe-thoai-mai-3-4-ty-4770313.html
4781418,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",47.0,Chưa Xác Định,3.5,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-sieu-dep-tan-mai-dt47mx2tx3-05-ty-4781418.html
4738457,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",48.0,Sổ hồng/ Sổ đỏ,6.2,1.0,5,4,0906.098.086,https://i-batdongsan.com/ban-nha-nguyen-van-cu-48m-x-5-tang-ngo-oto-thong-nguyen-van-cu-ngoc-lam--4738457.html
4800238,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 7, Hồ Chí Minh",478.0,Sổ hồng/ Sổ đỏ,2.8,3.0,2,2,0901.851.503,https://i-batdongsan.com/ban-nha-c4-tran-xuan-soan-tan-kieng-ngang-4m-dai-12m-hem-ba-bac-nhinh-2-ty-4800238.html
4788743,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",100.0,Sổ hồng/ Sổ đỏ,16.2,6.0,4,4,0906.098.086,https://i-batdongsan.com/nha-dep-mat-ho-ngoc-lam-100m-x-4-tang-mat-tien-7-3m-oto-dung-do-4788743.html
4730760,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",50.0,Chưa Xác Định,5.5,0.0,4,3,0972.813.389,https://i-batdongsan.com/ban-nha-trung-van-50mx4tx5-5-ty-4730760.html
4723862,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",91.0,Sổ hồng/ Sổ đỏ,22.5,22.0,4,2,0906.098.086,https://i-batdongsan.com/nha-mat-pho-nguyen-van-cu-long-bien-91m-x-4tang-via-he-8m-no-hau-full-tho-cu-4723862.html
4714222,"Nhà hàng, khách sạn",Hà Nội," Quận Hoàn Kiếm, Hà Nội",328.0,Sổ hồng/ Sổ đỏ,520.0,15.0,10,66,0937.272.112,https://i-batdongsan.com/-ban-toa-khach-san-pho-luong-ngoc-quyen-hoan-kiem-328m2-10t-mt-8m-chi-520-ty--4714222.html
4730212,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",47.0,Chưa Xác Định,6.0,0.0,4,3,0972.813.389,https://i-batdongsan.com/can-ban-nha-trong-ngo-dt-47m-x-4-5t-x-6-ty-4730212.html
4801360,"Nhà ngõ, hẻm",Hà Nội," Quận Ba Đình, Hà Nội",43.0,Sổ hồng/ Sổ đỏ,12.5,8.0,4,4,0903.238.018,https://i-batdongsan.com/mat-pho-vinh-phuc-ba-dinh-lo-goc-via-he-mo-cua-2-ben-oto-tranh-dung-do-thoai-mai-4801360.html
4789254,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",55.0,Sổ hồng/ Sổ đỏ,9.5,7.0,4,3,0906.098.086,https://i-batdongsan.com/ban-nha-ngoc-lam-55m-x-4tang-mat-tien-6-4m-via-he-oto-tranh-4789254.html
4861382,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",245.0,Sổ hồng/ Sổ đỏ,33.0,8.0,6,4,0906.098.086,https://i-batdongsan.com/ban-toa-nha-long-bien-245m-x-6tang-mat-tien-13m-mong-11-tang-thang-may-thong-san-4861382.html
4567847,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",38.0,Sổ hồng/ Sổ đỏ,3.8,4.0,5,3,0963.139.980 / 0986.430.899,https://i-batdongsan.com/cc-ban-nha-nguyen-an-ninh-truong-dinh-nha-moi-dt-rong-38m-5-tang-chi-3-8-ty-0963139980-4567847.html
4749034,Biệt thự,Hà Nội," Quận Cầu Giấy, Hà Nội",155.0,Sổ hồng/ Sổ đỏ,33.5,20.0,3,5,0937.272.112,https://i-batdongsan.com/-biet-thu-mat-pho-nguyen-khang-cau-giay-155m2-3t-mt-9m-gia-chi-33-5-ty--4749034.html
4816405,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",56.0,Sổ hồng/ Sổ đỏ,4.9,0.0,1,2,0988.799.054,https://i-batdongsan.com/quang-trung-phuong-8-go-vap-hem-3m-56m2-4x14-2-tang-gia-re-4-9-ty-4816405.html
4711999,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",25.0,Chưa Xác Định,2.65,3.0,4,3,0565.883.883,https://i-batdongsan.com/qua-hiem-nhinh-2-ty-nha-4-tang-mat-loi-pho-co-ha-dong-o-to-7-cho-do-cua-4711999.html
4837254,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",52.0,Sổ hồng/ Sổ đỏ,15.5,16.0,4,3,0336.552.233,https://i-batdongsan.com/mat-pho-le-hong-phong-ha-dong-2-mat-tien-kd-da-dang-52m2-4t-mt-5m-15-5-ty-4837254.html
4858344,Nhà mặt tiền,Hà Nội," Quận Thanh Xuân, Hà Nội",134.0,Sổ hồng/ Sổ đỏ,39.5,30.0,3,6,0911.214.718,https://i-batdongsan.com/-mat-pho-thuong-dinh-thanh-xuan-134m2-3t-mt-dep-xay-toa-7-6m-chi-39-5-ty--4858344.html
4693274,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",46.0,Chưa Xác Định,8.4,10.0,5,4,0565.883.883,https://i-batdongsan.com/re-nhat-pho-nhinh-8ty-sieu-pham-5tang-mat-pho-le-hong-phong-ha-dong-kd-cuc-dinh-4693274.html
4832229,"Nhà ngõ, hẻm",Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",55.0,Chưa Xác Định,5.8,0.0,2,4,0938.125.266,https://i-batdongsan.com/304-can-ban-nha-1-tr-2-lau-hem-rong-7m-duong-xo-viet-nghe-tinh-4832229.html
4521773,"Nhà ngõ, hẻm",Hà Nội," Quận Ba Đình, Hà Nội",82.0,Sổ hồng/ Sổ đỏ,35.0,15.0,10,24,0983.630.136,https://i-batdongsan.com/-ban-khach-san-pho-linh-lang-o-to-tranh-82m2-10t-mt-7m-24-phong-chi-35-ty--4521773.html
4576736,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",102.0,Sổ hồng/ Sổ đỏ,22.0,30.0,3,5,0902.254.191,https://i-batdongsan.com/-ban-biet-thu-mat-pho-au-co-tay-ho-102m2-3t-mt-10m-o-suong-kd-chi-22-ty--4576736.html
4670245,Nhà mặt tiền,Đông Nam Bộ," Thành phố Bà Rịa, Bà Rịa Vũng Tàu",120.0,Sổ hồng/ Sổ đỏ,4.5,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-dep-gan-duong-vo-van-kiet-tp-ba-ria--4670245.html
4614750,Văn phòng,Hà Nội," Quận Hai Bà Trưng, Hà Nội",95.0,Sổ hồng/ Sổ đỏ,28.0,15.0,10,20,0902.254.191,https://i-batdongsan.com/-ban-toa-van-phong-10-tang-pho-dai-co-viet-hai-ba-trung-95m2-mt-8-5m-chi-28-ty--4614750.html
4668220,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",144.0,Sổ hồng/ Sổ đỏ,52.0,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-khach-san-noi-that-cao-cap-ngay-trung-tam-phuong-3-thanh-pho-vung-tau--4668220.html
4847597,Đất,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",90.0,Chưa Xác Định,6.0,0.0,0,0,0938.125.266,https://i-batdongsan.com/309-ban-lo-dat-ngang-6x15-hem-o-to-gan-bien-duong-phan-chu-trinh-4847597.html
4729873,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",45.0,Chưa Xác Định,4.2,0.0,3,2,0972.813.389,https://i-batdongsan.com/ban-nha-tran-phu-ha-dong-45m2x3tx4-2ty-4729873.html
4108730,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",95.0,Sổ hồng/ Sổ đỏ,40.0,15.0,3,5,0977.552.342,https://i-batdongsan.com/hiem-view-ho-tay-nha-mat-pho-trich-sai-lo-goc-kd-dinh-95m2-mt-8m-nhinh-40-ty--4108730.html
3678121,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,18.0,30.0,7,7,0977.552.342,https://i-batdongsan.com/ban-nha-7-tang-thang-may-mat-pho-truong-chinh-kinh-doanh-dinh-50m2-nhinh-18-ty--3678121.html
4822242,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",183.0,Sổ hồng/ Sổ đỏ,55.0,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-goc-2-mat-tien-lon-phuong-3-tp-vung-tau-4822242.html
4731542,"Nhà ngõ, hẻm",Hà Nội," Quận Thanh Xuân, Hà Nội",60.0,Chưa Xác Định,5.0,0.0,5,4,0972.813.389,https://i-batdongsan.com/gap-ban-nha-o-quan-thanh-xuan-dien-tich-60m2x5tx5ty-4731542.html
4670248,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",179.0,Sổ hồng/ Sổ đỏ,23.8,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-1t2l-duong-lac-long-quan-phuong-2-tp-vung-tau-4670248.html
4756272,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",47.0,Chưa Xác Định,3.05,0.0,0,0,0972.813.389,https://i-batdongsan.com/ban-nha-hoang-mai-dt47mx3-05ty-4756272.html
4582157,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",130.0,Sổ hồng/ Sổ đỏ,75.0,30.0,5,11,0902.254.191,https://i-batdongsan.com/-nha-hang-mat-pho-trich-sai-view-ho-tay-130m2-5t-mt-10m-chi-75-ty--4582157.html
4838125,"Nhà ngõ, hẻm",Hà Nội," Quận Ba Đình, Hà Nội",65.0,Sổ hồng/ Sổ đỏ,21.0,5.0,5,4,0868.906.898,https://i-batdongsan.com/dang-cap-ban-nha-van-bao-van-phuc-65m2-phan-lo-o-to-tranh-chi-voi-20-ty-4838125.html
4671197,Biệt thự,Hà Nội," Quận Bắc Từ Liêm, Hà Nội",350.0,Sổ hồng/ Sổ đỏ,190.0,30.0,3,6,0911.214.718,https://i-batdongsan.com/-biet-thu-vip-starlake-tay-ho-tay-xuan-tao-xuan-la-350m2-3t-mt-17m-chi-190-ty--4671197.html
4663727,Căn hộ chung cư,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",114.0,Sổ hồng/ Sổ đỏ,3.75,0.0,0,0,0981.517.483,https://i-batdongsan.com/chu-can-tien-xoay-cong-viec-nen-ban-gap-can-ho-dic-phoenix-c--4663727.html
4204320,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,36.0,30.0,7,4,0973.181.606,https://i-batdongsan.com/-mat-pho-vip-xa-dan-45m2-7t-thang-may-mt-5m-kd-dinh-cao-chi-36-ty-cuc-hot--4204320.html
4793044,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",44.0,Sổ hồng/ Sổ đỏ,4.5,5.0,5,6,0866.079.862,https://i-batdongsan.com/giam-sock-300tr-pho-me-tri-o-to-vao-nha-kinh-doanh-44mx5tang-4-5ty-4793044.html
4827988,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",110.0,Sổ hồng/ Sổ đỏ,15.5,0.0,0,0,0981.517.483,https://i-batdongsan.com/ban-nha-mat-tien-duong-phan-chu-trinh-f2-tp-vung-tau--4827988.html
4827987,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",71.0,Sổ hồng/ Sổ đỏ,10.5,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-mat-tien-duong-ly-tu-trong-f1-tp-vung-tau-4827987.html
4756702,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",47.0,Chưa Xác Định,3.05,0.0,0,0,0972.813.389,https://i-batdongsan.com/ban-nha-o-pho-hoang-mai-dt47mx3-05ty-4756702.html
4756708,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",47.0,Chưa Xác Định,3.05,0.0,0,0,0972.813.389,https://i-batdongsan.com/ban-nha-kim-hoa-dt50m-x-5t-mt-5-2m-4756708.html
4848011,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",72.0,Sổ hồng/ Sổ đỏ,35.0,30.0,0,0,0904.641.162,https://i-batdongsan.com/-ban-nha-mat-pho-tran-nhat-duat-hoan-kiem-72m2-5t-mt-5-5m-chi-35-ty--4848011.html
4644049,Biệt thự,Hồ Chí Minh," Quận 1, Hồ Chí Minh",160.0,Sổ hồng/ Sổ đỏ,64.0,20.0,4,12,0333.748.923,https://i-batdongsan.com/ban-nha-lo-goc-2-mat-tien-mac-dinh-chi-da-kao-quan-1-gia-64-ty-4644049.html
4800878,"Nhà ngõ, hẻm",Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",85.0,Sổ hồng/ Sổ đỏ,12.5,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-hem-phan-chu-trinh-thong-qua-khu-a-chau-tp-vung-tau-4800878.html
4773755,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",41.0,Chưa Xác Định,5.5,0.0,0,0,0972.813.389,https://i-batdongsan.com/ban-nha-sieu-hot-xa-dan-dt41mx5-5ty-4773755.html
4721902,Biệt thự,Hà Nội," Quận Hoàng Mai, Hà Nội",235.0,Sổ hồng/ Sổ đỏ,42.5,30.0,4,4,0904.641.162,https://i-batdongsan.com/-ban-biet-thu-linh-dam-hoang-mai-2350m2-4t-mt-12-5m-chi-42-5-ty--4721902.html
4831890,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",52.0,Chưa Xác Định,7.4,0.0,4,4,0988.799.054,https://i-batdongsan.com/nha-dep-phan-huy-ich-phuong-12-go-vap-hem-5m-52m2-4x13-5-tang-gia-re-7-ty-nhinh--4831890.html
4773767,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",50.0,Chưa Xác Định,8.35,0.0,0,0,0972.813.389,https://i-batdongsan.com/ban-nha-dong-da-sieu-hot-dt50mx8-35ty-4773767.html
4847598,Biệt thự,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",400.0,Chưa Xác Định,50.0,0.0,0,0,0938.125.266,https://i-batdongsan.com/310-ban-biet-thu-dep-gan-bien-400-m2-duong-lac-long-quan-4847598.html
4727877,"Nhà hàng, khách sạn",Hà Nội," Quận Cầu Giấy, Hà Nội",73.0,Sổ hồng/ Sổ đỏ,43.0,30.0,1,1,0911.214.718,https://i-batdongsan.com/-ban-nha-hang-khach-san-pho-tran-quoc-hoan-cau-giay-73m2-c4-mt-7-5m-chi-43-ty--4727877.html
4808544,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",42.0,Chưa Xác Định,8.0,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-sieu-dep-van-chuong-dt42mx5tx4-5mtx8-ty-4808544.html
